,main-,main,PV,PV-,P_cons,P_prod,P_tot
2021-10-29 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29 00:00:08+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:00:16+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:00:24+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:00:32+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:00:40+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:00:48+02:00,0.0,530.0000000279397,12.000000000625732,0.0,530.0000000279397,12.000000000625732,542.0000000285654
2021-10-29 00:00:56+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:01:04+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:01:12+02:00,0.0,528.0000000493601,11.000000000422006,0.0,528.0000000493601,11.000000000422006,539.0000000497821
2021-10-29 00:01:20+02:00,0.0,528.9999999804422,12.000000000625732,0.0,528.9999999804422,12.000000000625732,540.999999981068
2021-10-29 00:01:28+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:01:36+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:01:44+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:01:52+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:02:00+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:02:08+02:00,0.0,532.0000000065193,12.000000000625732,0.0,532.0000000065193,12.000000000625732,544.000000007145
2021-10-29 00:02:16+02:00,0.0,533.0000000540167,11.000000000422006,0.0,533.0000000540167,11.000000000422006,544.0000000544387
2021-10-29 00:02:24+02:00,0.0,533.0000000540167,11.000000000422006,0.0,533.0000000540167,11.000000000422006,544.0000000544387
2021-10-29 00:02:32+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:02:40+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:02:48+02:00,0.0,530.9999999590218,12.000000000625732,0.0,530.9999999590218,12.000000000625732,542.9999999596475
2021-10-29 00:02:56+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:03:04+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:03:12+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:03:20+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:03:28+02:00,0.0,532.0000000065193,12.000000000625732,0.0,532.0000000065193,12.000000000625732,544.000000007145
2021-10-29 00:03:36+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:03:44+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:03:52+02:00,0.0,533.0000000540167,11.000000000422006,0.0,533.0000000540167,11.000000000422006,544.0000000544387
2021-10-29 00:04:00+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:04:08+02:00,0.0,532.0000000065193,12.000000000625732,0.0,532.0000000065193,12.000000000625732,544.000000007145
2021-10-29 00:04:16+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:04:24+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:04:32+02:00,0.0,533.0000000540167,11.000000000422006,0.0,533.0000000540167,11.000000000422006,544.0000000544387
2021-10-29 00:04:40+02:00,0.0,528.0000000493601,12.000000000625732,0.0,528.0000000493601,12.000000000625732,540.0000000499858
2021-10-29 00:04:48+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:04:56+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:05:04+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:05:12+02:00,0.0,533.0000000540167,11.000000000422006,0.0,533.0000000540167,11.000000000422006,544.0000000544387
2021-10-29 00:05:20+02:00,0.0,532.0000000065193,12.000000000625732,0.0,532.0000000065193,12.000000000625732,544.000000007145
2021-10-29 00:05:28+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:05:36+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:05:44+02:00,0.0,533.0000000540167,11.000000000422006,0.0,533.0000000540167,11.000000000422006,544.0000000544387
2021-10-29 00:05:52+02:00,0.0,584.9999999627471,12.000000000625732,0.0,584.9999999627471,12.000000000625732,596.9999999633728
2021-10-29 00:06:00+02:00,0.0,574.0000000223517,11.000000000422006,0.0,574.0000000223517,11.000000000422006,585.0000000227737
2021-10-29 00:06:08+02:00,0.0,570.9999999962747,11.000000000422006,0.0,570.9999999962747,11.000000000422006,581.9999999966967
2021-10-29 00:06:16+02:00,0.0,570.9999999962747,11.000000000422006,0.0,570.9999999962747,11.000000000422006,581.9999999966967
2021-10-29 00:06:24+02:00,0.0,564.9999999441206,11.000000000422006,0.0,564.9999999441206,11.000000000422006,575.9999999445427
2021-10-29 00:06:32+02:00,0.0,564.0000000130385,12.000000000625732,0.0,564.0000000130385,12.000000000625732,576.0000000136642
2021-10-29 00:06:40+02:00,0.0,569.0000000176951,11.000000000422006,0.0,569.0000000176951,11.000000000422006,580.0000000181171
2021-10-29 00:06:48+02:00,0.0,540.0000000372529,11.000000000422006,0.0,540.0000000372529,11.000000000422006,551.0000000376749
2021-10-29 00:06:56+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:07:04+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:07:12+02:00,0.0,530.9999999590218,12.000000000625732,0.0,530.9999999590218,12.000000000625732,542.9999999596475
2021-10-29 00:07:20+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:07:28+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:07:36+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:07:44+02:00,0.0,532.0000000065193,12.000000000625732,0.0,532.0000000065193,12.000000000625732,544.000000007145
2021-10-29 00:07:52+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:08:00+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:08:08+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:08:16+02:00,0.0,533.0000000540167,11.000000000422006,0.0,533.0000000540167,11.000000000422006,544.0000000544387
2021-10-29 00:08:24+02:00,0.0,528.0000000493601,11.000000000422006,0.0,528.0000000493601,11.000000000422006,539.0000000497821
2021-10-29 00:08:32+02:00,0.0,532.0000000065193,12.000000000625732,0.0,532.0000000065193,12.000000000625732,544.000000007145
2021-10-29 00:08:40+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:08:48+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:08:56+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:09:04+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:09:12+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:09:20+02:00,0.0,530.9999999590218,12.000000000625732,0.0,530.9999999590218,12.000000000625732,542.9999999596475
2021-10-29 00:09:28+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:09:36+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:09:44+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:09:52+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:10:00+02:00,0.0,528.0000000493601,11.000000000422006,0.0,528.0000000493601,11.000000000422006,539.0000000497821
2021-10-29 00:10:08+02:00,0.0,530.9999999590218,12.000000000625732,0.0,530.9999999590218,12.000000000625732,542.9999999596475
2021-10-29 00:10:16+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:10:24+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:10:32+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:10:40+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:10:48+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:10:56+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:11:04+02:00,0.0,528.9999999804422,12.000000000625732,0.0,528.9999999804422,12.000000000625732,540.999999981068
2021-10-29 00:11:12+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:11:20+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:11:28+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:11:36+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:11:44+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:11:52+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:12:00+02:00,0.0,533.0000000540167,12.000000000625732,0.0,533.0000000540167,12.000000000625732,545.0000000546424
2021-10-29 00:12:08+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:12:16+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:12:24+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:12:32+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:12:40+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:12:48+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:12:56+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:13:04+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:13:12+02:00,0.0,532.0000000065193,12.000000000625732,0.0,532.0000000065193,12.000000000625732,544.000000007145
2021-10-29 00:13:20+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:13:28+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:13:36+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:13:44+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:13:52+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:14:00+02:00,0.0,530.0000000279397,12.000000000625732,0.0,530.0000000279397,12.000000000625732,542.0000000285654
2021-10-29 00:14:08+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:14:16+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:14:24+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:14:32+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:14:40+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:14:48+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:14:56+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:15:04+02:00,0.0,530.0000000279397,12.000000000625732,0.0,530.0000000279397,12.000000000625732,542.0000000285654
2021-10-29 00:15:12+02:00,0.0,528.9999999804422,11.000000000422006,0.0,528.9999999804422,11.000000000422006,539.9999999808642
2021-10-29 00:15:20+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:15:28+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:15:36+02:00,0.0,528.0000000493601,11.000000000422006,0.0,528.0000000493601,11.000000000422006,539.0000000497821
2021-10-29 00:15:44+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:15:52+02:00,0.0,528.0000000493601,11.000000000422006,0.0,528.0000000493601,11.000000000422006,539.0000000497821
2021-10-29 00:16:00+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:16:08+02:00,0.0,528.9999999804422,12.000000000625732,0.0,528.9999999804422,12.000000000625732,540.999999981068
2021-10-29 00:16:16+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:16:24+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:16:32+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:16:40+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:16:48+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:16:56+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:17:04+02:00,0.0,530.0000000279397,12.000000000625732,0.0,530.0000000279397,12.000000000625732,542.0000000285654
2021-10-29 00:17:12+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:17:20+02:00,0.0,530.0000000279397,11.000000000422006,0.0,530.0000000279397,11.000000000422006,541.0000000283617
2021-10-29 00:17:28+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:17:36+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:17:44+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:17:52+02:00,0.0,533.0000000540167,12.000000000625732,0.0,533.0000000540167,12.000000000625732,545.0000000546424
2021-10-29 00:18:00+02:00,0.0,533.9999999850988,11.000000000422006,0.0,533.9999999850988,11.000000000422006,544.9999999855208
2021-10-29 00:18:08+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:18:16+02:00,0.0,533.0000000540167,11.000000000422006,0.0,533.0000000540167,11.000000000422006,544.0000000544387
2021-10-29 00:18:24+02:00,0.0,532.0000000065193,11.000000000422006,0.0,532.0000000065193,11.000000000422006,543.0000000069413
2021-10-29 00:18:32+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
2021-10-29 00:18:40+02:00,0.0,532.0000000065193,12.000000000625732,0.0,532.0000000065193,12.000000000625732,544.000000007145
2021-10-29 00:18:48+02:00,0.0,530.9999999590218,11.000000000422006,0.0,530.9999999590218,11.000000000422006,541.9999999594438
