,Mains,Mains-,PV,PV-,P_cons,P_prod,P_tot
2021-10-29 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29 00:00:08+02:00,436.9999999180436,0.0,0.0,0.0,436.9999999180436,0.0,436.9999999180436
2021-10-29 00:00:16+02:00,436.9999999180436,0.0,0.0,0.0,436.9999999180436,0.0,436.9999999180436
2021-10-29 00:00:24+02:00,435.00000005587935,0.0,0.0,0.0,435.00000005587935,0.0,435.00000005587935
2021-10-29 00:00:32+02:00,435.9999999869615,0.0,0.0,0.0,435.9999999869615,0.0,435.9999999869615
2021-10-29 00:00:40+02:00,435.9999999869615,0.0,0.0,0.0,435.9999999869615,0.0,435.9999999869615
2021-10-29 00:00:48+02:00,435.9999999869615,0.0,0.0,0.0,435.9999999869615,0.0,435.9999999869615
2021-10-29 00:00:56+02:00,442.9999999701977,0.0,0.0,0.0,442.9999999701977,0.0,442.9999999701977
2021-10-29 00:01:04+02:00,445.0000000651926,0.0,0.0,0.0,445.0000000651926,0.0,445.0000000651926
2021-10-29 00:01:12+02:00,445.0000000651926,0.0,0.0,0.0,445.0000000651926,0.0,445.0000000651926
2021-10-29 00:01:20+02:00,445.0000000651926,0.0,0.0,0.0,445.0000000651926,0.0,445.0000000651926
2021-10-29 00:01:28+02:00,445.0000000651926,0.0,0.0,0.0,445.0000000651926,0.0,445.0000000651926
2021-10-29 00:01:36+02:00,445.9999999962747,0.0,0.0,0.0,445.9999999962747,0.0,445.9999999962747
2021-10-29 00:01:44+02:00,445.0000000651926,0.0,0.0,0.0,445.0000000651926,0.0,445.0000000651926
2021-10-29 00:01:52+02:00,443.9999999012798,0.0,0.0,0.0,443.9999999012798,0.0,443.9999999012798
2021-10-29 00:02:00+02:00,445.0000000651926,0.0,0.0,0.0,445.0000000651926,0.0,445.0000000651926
2021-10-29 00:02:08+02:00,445.9999999962747,0.0,0.0,0.0,445.9999999962747,0.0,445.9999999962747
2021-10-29 00:02:16+02:00,445.0000000651926,0.0,0.0,0.0,445.0000000651926,0.0,445.0000000651926
2021-10-29 00:02:24+02:00,445.0000000651926,0.0,0.0,0.0,445.0000000651926,0.0,445.0000000651926
2021-10-29 00:02:32+02:00,443.9999999012798,0.0,0.0,0.0,443.9999999012798,0.0,443.9999999012798
2021-10-29 00:02:40+02:00,443.9999999012798,0.0,0.0,0.0,443.9999999012798,0.0,443.9999999012798
2021-10-29 00:02:48+02:00,443.9999999012798,0.0,0.0,0.0,443.9999999012798,0.0,443.9999999012798
2021-10-29 00:02:56+02:00,445.0000000651926,0.0,0.0,0.0,445.0000000651926,0.0,445.0000000651926
2021-10-29 00:03:04+02:00,445.0000000651926,0.0,0.0,0.0,445.0000000651926,0.0,445.0000000651926
2021-10-29 00:03:12+02:00,443.9999999012798,0.0,0.0,0.0,443.9999999012798,0.0,443.9999999012798
2021-10-29 00:03:20+02:00,435.9999999869615,0.0,0.0,0.0,435.9999999869615,0.0,435.9999999869615
2021-10-29 00:03:28+02:00,435.00000005587935,0.0,0.0,0.0,435.00000005587935,0.0,435.00000005587935
2021-10-29 00:03:36+02:00,436.9999999180436,0.0,0.0,0.0,436.9999999180436,0.0,436.9999999180436
2021-10-29 00:03:44+02:00,435.00000005587935,0.0,0.0,0.0,435.00000005587935,0.0,435.00000005587935
2021-10-29 00:03:52+02:00,435.00000005587935,0.0,0.0,0.0,435.00000005587935,0.0,435.00000005587935
2021-10-29 00:04:00+02:00,435.9999999869615,0.0,0.0,0.0,435.9999999869615,0.0,435.9999999869615
2021-10-29 00:04:08+02:00,435.00000005587935,0.0,0.0,0.0,435.00000005587935,0.0,435.00000005587935
2021-10-29 00:04:16+02:00,435.9999999869615,0.0,0.0,0.0,435.9999999869615,0.0,435.9999999869615
2021-10-29 00:04:24+02:00,435.9999999869615,0.0,0.0,0.0,435.9999999869615,0.0,435.9999999869615
2021-10-29 00:04:32+02:00,435.9999999869615,0.0,0.0,0.0,435.9999999869615,0.0,435.9999999869615
2021-10-29 00:04:40+02:00,435.00000005587935,0.0,0.0,0.0,435.00000005587935,0.0,435.00000005587935
2021-10-29 00:04:48+02:00,435.9999999869615,0.0,0.0,0.0,435.9999999869615,0.0,435.9999999869615
2021-10-29 00:04:56+02:00,443.9999999012798,0.0,0.0,0.0,443.9999999012798,0.0,443.9999999012798
2021-10-29 00:05:04+02:00,442.00000003911555,0.0,0.0,0.0,442.00000003911555,0.0,442.00000003911555
2021-10-29 00:05:12+02:00,442.00000003911555,0.0,0.0,0.0,442.00000003911555,0.0,442.00000003911555
2021-10-29 00:05:20+02:00,442.9999999701977,0.0,0.0,0.0,442.9999999701977,0.0,442.9999999701977
2021-10-29 00:05:28+02:00,441.0000001080334,0.0,0.0,0.0,441.0000001080334,0.0,441.0000001080334
2021-10-29 00:05:36+02:00,442.00000003911555,0.0,0.0,0.0,442.00000003911555,0.0,442.00000003911555
2021-10-29 00:05:44+02:00,442.00000003911555,0.0,0.0,0.0,442.00000003911555,0.0,442.00000003911555
2021-10-29 00:05:52+02:00,442.00000003911555,0.0,0.0,0.0,442.00000003911555,0.0,442.00000003911555
2021-10-29 00:06:00+02:00,441.0000001080334,0.0,0.0,0.0,441.0000001080334,0.0,441.0000001080334
2021-10-29 00:06:08+02:00,441.0000001080334,0.0,0.0,0.0,441.0000001080334,0.0,441.0000001080334
2021-10-29 00:06:16+02:00,442.00000003911555,0.0,0.0,0.0,442.00000003911555,0.0,442.00000003911555
2021-10-29 00:06:24+02:00,442.00000003911555,0.0,0.0,0.0,442.00000003911555,0.0,442.00000003911555
