,Phase L2-,Phase L2,Phase L3,Phase L3-,PV sur phase L3-,PV sur phase L3,P_cons,P_prod,P_tot
2021-10-29 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29 00:00:08+02:00,0.0,300.99999997764826,245.0000001117587,0.0,67.99999997019768,0.0,546.000000089407,-67.99999997019768,478.0000001192093
2021-10-29 00:00:16+02:00,0.0,307.0000000298023,250.0,0.0,68.9999999012798,0.0,557.0000000298023,-68.9999999012798,488.0000001285225
2021-10-29 00:00:24+02:00,0.0,304.9999999348074,249.00000006891787,0.0,67.99999997019768,0.0,554.0000000037253,-67.99999997019768,486.0000000335276
2021-10-29 00:00:32+02:00,0.0,306.0000000987202,250.0,0.0,67.99999997019768,0.0,556.0000000987202,-67.99999997019768,488.0000001285225
2021-10-29 00:00:40+02:00,0.0,306.0000000987202,250.0,0.0,67.99999997019768,0.0,556.0000000987202,-67.99999997019768,488.0000001285225
2021-10-29 00:00:48+02:00,0.0,307.0000000298023,250.99999993108213,0.0,67.99999997019768,0.0,557.9999999608845,-67.99999997019768,489.9999999906868
2021-10-29 00:00:56+02:00,0.0,307.99999996088445,250.99999993108213,0.0,67.99999997019768,0.0,558.9999998919666,-67.99999997019768,490.9999999217689
2021-10-29 00:01:04+02:00,0.0,308.9999998919666,253.00000002607703,0.0,68.9999999012798,0.0,561.9999999180436,-68.9999999012798,493.0000000167638
2021-10-29 00:01:12+02:00,0.0,307.99999996088445,252.0000000949949,0.0,67.99999997019768,0.0,560.0000000558794,-67.99999997019768,492.0000000856817
2021-10-29 00:01:20+02:00,0.0,307.99999996088445,252.0000000949949,0.0,68.9999999012798,0.0,560.0000000558794,-68.9999999012798,491.00000015459955
2021-10-29 00:01:28+02:00,0.0,308.9999998919666,252.0000000949949,0.0,67.99999997019768,0.0,560.9999999869615,-67.99999997019768,493.0000000167638
2021-10-29 00:01:36+02:00,0.0,307.99999996088445,252.0000000949949,0.0,67.99999997019768,0.0,560.0000000558794,-67.99999997019768,492.0000000856817
2021-10-29 00:01:44+02:00,0.0,307.0000000298023,250.99999993108213,0.0,68.9999999012798,0.0,557.9999999608845,-68.9999999012798,489.00000005960464
2021-10-29 00:01:52+02:00,0.0,306.0000000987202,250.0,0.0,67.99999997019768,0.0,556.0000000987202,-67.99999997019768,488.0000001285225
